Gene,Gene_ID,Disease,Disease_ID,Gene_Degree,Disease_Degree,Gene_IC,Disease_IC,Combined_IC,Gene_Network_Score,Dis_Network_Score,GMT_Confirmed,Probability_Score,Percentile,Rank_Gene_for_Disease,Rank_Disease_for_Gene
CFHR2,3080,Atypical hemolytic-uremic syndrome,MedGen_444141,2,23,11.4815,7.6089,19.0905,0.469297,0.608299,1.0,0.733737,91.73,1,1
NES,10763,Congenital fibrosis of extraocular muscles,MedGen_724506,1,7,12.4815,9.3251,21.8067,0.398658,0.0,1.0,0.733687,91.72,1,1
KRT10,3858,Epidermolytic hyperkeratosis,ClinVar_NULL,7,2,9.6742,11.1325,20.8067,0.46291,0.739636,0.0,0.733583,91.71,1,1
KRT10,3858,Annular epidermolytic ichthyosis,OMIM_PS607602,7,2,9.6742,11.1325,20.8067,0.46291,0.739636,0.0,0.733583,91.71,1,1
PTCD1,26024,Kabuki syndrome,MedGen_162897,1,5,12.4815,9.8106,22.2921,0.316807,0.0,1.0,0.733538,91.7,1,1
SPAG1,6674,Kartagener syndrome,OMIM_614935,3,10,10.8966,8.8106,19.7072,0.656209,0.275166,1.0,0.73328,91.7,2,1
PYGL,5836,Glycogen storage disease,OMIM_240600,1,13,12.4815,8.4321,20.9136,0.545948,0.0,1.0,0.733114,91.69,1,1
PGAM2,5224,Glycogen storage disease,OMIM_240600,1,13,12.4815,8.4321,20.9136,0.545948,0.0,1.0,0.733114,91.69,1,1
FGB,2244,Hypofibrinogenemia,ClinVar_NULL,7,3,9.6742,10.5475,20.2217,0.508464,0.806204,0.0,0.732947,91.68,1,2
FGB,2244,Familial dysfibrinogenemia,OMIM_202400,7,3,9.6742,10.5475,20.2217,0.508464,0.806204,0.0,0.732947,91.68,1,2
FGB,2244,Congenital afibrinogenemia,MedGen_C1260903,7,3,9.6742,10.5475,20.2217,0.508464,0.806204,0.0,0.732947,91.68,1,2
SH2B3,10019,Thrombocythemia,ClinVar_NULL,4,6,10.4815,9.5475,20.0291,0.412757,0.565383,1.0,0.732817,91.66,3,1
FZD2,2535,Autosomal dominant Robinow syndrome,MedGen_1675001,3,5,10.8966,9.8106,20.7072,0.441768,0.33541,1.0,0.732801,91.66,3,1
KRT16,3868,Pachyonychia congenita,MedGen_78556,2,4,11.4815,10.1325,21.614,0.607487,0.188982,0.0,0.732746,91.65,2,2
ZIC1,7545,Craniosynostosis,MedGen_1163,1,8,12.4815,9.1325,21.614,0.427147,0.0,1.0,0.732713,91.65,1,1
GPR88,54112,Chorea,MedGen_C0008489,1,7,12.4815,9.3251,21.8067,0.394799,0.0,1.0,0.732686,91.64,1,1
TNPO3,23534,Autosomal dominant limb-girdle muscular dystrophy,ClinVar_NULL,2,3,11.4815,10.5475,22.0291,0.485702,0.258199,0.0,0.732643,91.64,2,1
ST14,6768,Autosomal recessive congenital ichthyosis,ClinVar_NULL,1,14,12.4815,8.3251,20.8067,0.561745,0.0,1.0,0.732566,91.63,3,1
LIPN,643418,Autosomal recessive congenital ichthyosis,ClinVar_NULL,1,14,12.4815,8.3251,20.8067,0.561745,0.0,1.0,0.732566,91.63,3,1
STN1,79991,Cerebroretinal microangiopathy,ClinVar_NULL,1,3,12.4815,10.5475,23.0291,0.439431,0.0,0.0,0.732498,91.62,1,1
KLF11,8462,Maturity onset diabetes mellitus in young,OMIM_PS125850,4,14,10.4815,8.3251,18.8067,0.563785,0.635116,1.0,0.732476,91.61,1,2
PAX4,5078,Maturity onset diabetes mellitus in young,OMIM_PS125850,4,14,10.4815,8.3251,18.8067,0.563785,0.635116,1.0,0.732476,91.61,1,2
EGLN1,54583,Familial erythrocytosis,OMIM_PS133100,3,3,10.8966,10.5475,21.4441,0.5,0.424866,0.0,0.732461,91.6,2,2
IL4R,3566,Susceptibility to HIV infection,OMIM_612522,2,8,11.4815,9.1325,20.614,0.478009,0.25,1.0,0.732454,91.6,2,2
HOXA11,3207,Radioulnar synostosis,OMIM_614823,1,4,12.4815,10.1325,22.614,0.508188,0.0,0.0,0.732312,91.59,1,1
HMBS,3145,DPAGT1-congenital disorder of glycosylation,ClinVar_NULL,6,2,9.8966,11.1325,21.0291,0.730297,0.305487,0.0,0.732289,91.59,2,1
HEXB,3074,Sandhoff disease,OMIM_268800,4,2,10.4815,11.1325,21.614,0.288675,0.707107,0.0,0.732184,91.58,1,2
CYP11B2,1585,Glucocorticoid-remediable aldosteronism,OMIM_610600,4,2,10.4815,11.1325,21.614,0.288675,0.707107,0.0,0.732184,91.58,1,2
SCYL1,57410,Brachyolmia-amelogenesis imperfecta syndrome,ClinVar_NULL,2,2,11.4815,11.1325,22.614,0.204124,0.5,0.0,0.732049,91.57,1,2
LPAR6,10161,Wooly hair,ClinVar_NULL,3,3,10.8966,10.5475,21.4441,0.492799,0.432276,0.0,0.732035,91.56,1,1
SNCA,6622,Autosomal dominant Parkinson disease,ClinVar_NULL,3,2,10.8966,11.1325,22.0291,0.471405,0.329124,0.0,0.731821,91.56,1,1
B3GALNT2,148789,Muscular dystrophy-dystroglycanopathy,MedGen_1842215,1,14,12.4815,8.3251,20.8067,0.558739,0.0,1.0,0.731786,91.55,2,1
B4GAT1,11041,Muscular dystrophy-dystroglycanopathy,MedGen_1842215,1,14,12.4815,8.3251,20.8067,0.558739,0.0,1.0,0.731786,91.55,2,1
POMGNT2,84892,Muscular dystrophy-dystroglycanopathy,MedGen_1842215,1,14,12.4815,8.3251,20.8067,0.558739,0.0,1.0,0.731786,91.55,2,1
AGPAT2,10555,Congenital generalized lipodystrophy,MedGen_67438,2,4,11.4815,10.1325,21.614,0.560459,0.246598,0.0,0.731757,91.53,1,1
CAVIN1,284119,Congenital generalized lipodystrophy,MedGen_67438,2,4,11.4815,10.1325,21.614,0.560459,0.246598,0.0,0.731757,91.53,1,1
LMF1,64788,Lipase deficiency,ClinVar_NULL,2,2,11.4815,11.1325,22.614,0.5,0.103695,0.0,0.731698,91.52,1,1
GPIHBP1,338328,Hyperlipoproteinemia,MedGen_9363,2,2,11.4815,11.1325,22.614,0.5,0.103695,0.0,0.731698,91.52,1,1
CALR,811,Primary myelofibrosis,ClinVar_NULL,4,4,10.4815,10.1325,20.614,0.548387,0.580607,0.0,0.731517,91.51,1,3
KLHL3,26249,Pseudohypoaldosteronism,MedGen_18721,2,9,11.4815,8.9626,20.4441,0.440092,0.333333,1.0,0.731453,91.51,4,2
BRD4,23476,De Lange syndrome,OMIM_PS122470,3,4,10.8966,10.1325,21.0291,0.467094,0.556186,0.0,0.731452,91.5,1,2
FGF8,2253,Semilobar holoprosencephaly,MedGen_C0751617,3,2,10.8966,11.1325,22.0291,0.46291,0.338201,0.0,0.731384,91.5,1,1
ELP4,26610,Foveal hypoplasia,MedGen_393047,3,3,10.8966,10.5475,21.4441,0.370791,0.591532,0.0,0.731369,91.49,1,2
VPS45,11311,Severe congenital neutropenia,ClinVar_NULL,2,4,11.4815,10.1325,21.614,0.368391,0.5,0.0,0.731234,91.48,1,1
MRPL3,11222,Combined oxidative phosphorylation defect,ClinVar_NULL,1,19,12.4815,7.8846,20.3661,0.630261,0.0,1.0,0.73121,91.47,1,1
MRPS16,51021,Combined oxidative phosphorylation defect,ClinVar_NULL,1,19,12.4815,7.8846,20.3661,0.630261,0.0,1.0,0.73121,91.47,1,1
VARS2,57176,Combined oxidative phosphorylation defect,ClinVar_NULL,1,19,12.4815,7.8846,20.3661,0.630261,0.0,1.0,0.73121,91.47,1,1
TRMT5,57570,Combined oxidative phosphorylation defect,ClinVar_NULL,1,19,12.4815,7.8846,20.3661,0.630261,0.0,1.0,0.73121,91.47,1,1
SULT2B1,6820,Ichthyosis,MedGen_7002,1,7,12.4815,9.3251,21.8067,0.388842,0.0,1.0,0.731141,91.46,1,1
CHRNA2,1135,Familial sleep-related hypermotor epilepsy,MedGen_C3696898,3,3,10.8966,10.5475,21.4441,0.506893,0.408248,0.0,0.731016,91.45,2,1
VEGFC,7424,Lymphatic malformation,MedGen_140763,2,9,11.4815,8.9626,20.4441,0.511531,0.235702,1.0,0.730991,91.44,3,1
KLF1,10661,Congenital dyserythropoietic anemia,MedGen_8064,4,6,10.4815,9.5475,20.0291,0.448803,0.506616,1.0,0.730735,91.44,2,2
PLD3,23646,Progressive gait ataxia,MedGen_C1843885,5,2,10.1596,11.1325,21.2921,0.596285,0.391346,0.0,0.73056,91.43,1,1
PLD3,23646,Progressive peripheral neuropathy,MedGen_C1843885,5,2,10.1596,11.1325,21.2921,0.596285,0.391346,0.0,0.73056,91.43,1,1
DCLRE1B,64858,Autosomal recessive dyskeratosis congenita,OMIM_614066,3,3,10.8966,10.5475,21.4441,0.471405,0.453094,0.0,0.730536,91.42,1,2
LPIN2,9663,Psoriasis,OMIM_609628,3,5,10.8966,9.8106,20.7072,0.457571,0.302664,1.0,0.73053,91.42,4,1
GM2A,2760,Tay-Sachs disease,OMIM_272800,3,2,10.8966,11.1325,22.0291,0.182574,0.707107,0.0,0.730435,91.41,1,2
CHST11,50515,Osteochondrodysplasia,MedGen_C1850555,1,2,12.4815,11.1325,23.614,0.333333,0.0,0.0,0.730381,91.39,1,1
TRIM37,4591,Mulibrey nanism syndrome,MedGen_C0557874,1,2,12.4815,11.1325,23.614,0.333333,0.0,0.0,0.730381,91.39,1,1
RIGI,23586,Singleton-Merten syndrome,ClinVar_NULL,1,2,12.4815,11.1325,23.614,0.333333,0.0,0.0,0.730381,91.39,1,1
AKR1C2,1646,CIC-rearranged sarcoma,MedGen_C3899764,1,2,12.4815,11.1325,23.614,0.333333,0.0,0.0,0.730381,91.39,1,1
KCNK9,51305,Birk-Barel syndrome,MedGen_C0557874,1,2,12.4815,11.1325,23.614,0.333333,0.0,0.0,0.730381,91.39,1,1
MSH3,4437,Cavernous sinus meningioma,OMIM_613839,8,2,9.4815,11.1325,20.614,0.790569,0.347736,0.0,0.73037,91.37,2,1
MSH3,4437,Constitutional megaloblastic anemia,ClinVar_NULL,8,2,9.4815,11.1325,20.614,0.790569,0.347736,0.0,0.73037,91.37,2,1
TSEN34,79042,Pontoneocerebellar hypoplasia,OMIM_607596,3,12,10.8966,8.5475,19.4441,0.615548,0.372957,1.0,0.730333,91.37,3,1
CYP2C19,1557,Clopidogrel response,MedGen_C1836024,4,1,10.4815,12.1325,22.614,0.0,0.859117,0.0,0.730302,91.35,1,1
CYP2C19,1557,Proguanil,ClinVar_NULL,4,1,10.4815,12.1325,22.614,0.0,0.859117,0.0,0.730302,91.35,1,1
CYP2C19,1557,Mephenytoin,ClinVar_NULL,4,1,10.4815,12.1325,22.614,0.0,0.859117,0.0,0.730302,91.35,1,1
ZGRF1,55345,Childhood apraxia of speech,OMIM_602081,2,2,11.4815,11.1325,22.614,0.5,0.095346,0.0,0.730074,91.34,1,1
MOCOS,55034,Xanthinuria,MedGen_450997,2,2,11.4815,11.1325,22.614,0.5,0.095346,0.0,0.730074,91.34,2,1
LAMC2,3918,Junctional epidermolysis bullosa,MedGen_86898,4,8,10.4815,9.1325,19.614,0.480919,0.55163,1.0,0.729802,91.33,2,1
PARK7,11315,Autosomal recessive early-onset Parkinson disease,ClinVar_NULL,3,4,10.8966,10.1325,21.0291,0.636895,0.321114,0.0,0.729765,91.33,2,1
CDKN1C,1028,Beckwith-Wiedemann syndrome due to CDKN1C mutation,OMIM_130650,3,1,10.8966,12.1325,23.0291,0.0,0.723607,0.0,0.729712,91.31,1,1
FAM111A,63901,Osteocraniostenosis,OMIM_127000,3,1,10.8966,12.1325,23.0291,0.0,0.723607,0.0,0.729712,91.31,1,1
FAM111A,63901,Autosomal dominant Kenny-Caffey syndrome,OMIM_127000,3,1,10.8966,12.1325,23.0291,0.0,0.723607,0.0,0.729712,91.31,1,1
CDKN1C,1028,IMAGe syndrome,OMIM_614732,3,1,10.8966,12.1325,23.0291,0.0,0.723607,0.0,0.729712,91.31,1,1
PHEX,5251,Autosomal dominant hypophosphatemic rickets,ClinVar_NULL,4,2,10.4815,11.1325,21.614,0.447214,0.482894,0.0,0.729689,91.3,1,1
SERPINI1,5274,Familial encephalopathy,ClinVar_NULL,3,2,10.8966,11.1325,22.0291,0.436436,0.363901,0.0,0.729517,91.29,1,1
MCCC2,64087,Methylcrotonyl-CoA carboxylase deficiency,OMIM_210200,3,2,10.8966,11.1325,22.0291,0.408248,0.401227,0.0,0.729467,91.29,2,1
NANS,54187,Spondyloepimetaphyseal dysplasia,MedGen_609408,1,16,12.4815,8.1325,20.614,0.581658,0.0,1.0,0.729368,91.27,1,1
KIF22,3835,Spondyloepimetaphyseal dysplasia,MedGen_609408,1,16,12.4815,8.1325,20.614,0.581658,0.0,1.0,0.729368,91.27,1,1
MRPL13,28998,Spondyloepimetaphyseal dysplasia,MedGen_609408,1,16,12.4815,8.1325,20.614,0.581658,0.0,1.0,0.729368,91.27,1,1
SIK3,23387,Spondyloepimetaphyseal dysplasia,MedGen_609408,1,16,12.4815,8.1325,20.614,0.581658,0.0,1.0,0.729368,91.27,1,1
DDRGK1,65992,Spondyloepimetaphyseal dysplasia,MedGen_609408,1,16,12.4815,8.1325,20.614,0.581658,0.0,1.0,0.729368,91.27,1,1
POU1F1,5449,Combined Pituitary Hormone Deficiency,ClinVar_NULL,5,6,10.1596,9.5475,19.7072,0.543503,0.475559,1.0,0.729272,91.25,3,1
PSMB8,5696,Proteasome-associated autoinflammatory syndrome,ClinVar_NULL,3,6,10.8966,9.5475,20.4441,0.54353,0.240209,1.0,0.729252,91.25,3,1
CCDC107,203260,Anauxetic dysplasia,OMIM_250460,3,3,10.8966,10.5475,21.4441,0.492799,0.417775,0.0,0.729214,91.24,3,1
ABCA7,10347,Alzheimer disease,MedGen_1853,1,12,12.4815,8.5475,21.0291,0.511347,0.0,1.0,0.729151,91.23,1,1
CLU,1191,Alzheimer disease,MedGen_1853,1,12,12.4815,8.5475,21.0291,0.511347,0.0,1.0,0.729151,91.23,1,1
COL4A2,1284,Porencephaly,ClinVar_NULL,7,2,9.6742,11.1325,20.8067,0.507092,0.656755,0.0,0.728921,91.22,1,1
COL4A2,1284,Porencephalic cyst,ClinVar_NULL,7,2,9.6742,11.1325,20.8067,0.507092,0.656755,0.0,0.728921,91.22,1,1
COL4A2,1284,Autosomal dominant familial hematuria-retinal arteriolar tortuosity-contractures syndrome,ClinVar_NULL,7,2,9.6742,11.1325,20.8067,0.507092,0.656755,0.0,0.728921,91.22,1,1
LHB,3972,Variant of unknown significance,OMIM_612926,2,7,11.4815,9.3251,20.8067,0.335507,0.377964,1.0,0.72875,91.21,1,1
RNASEH2A,10535,Aicardi-Goutieres syndrome,MedGen_97953,3,9,10.8966,8.9626,19.8592,0.415072,0.539345,1.0,0.728727,91.2,3,2
GNAT1,2779,Congenital stationary night blindness autosomal dominant,ClinVar_NULL,3,4,10.8966,10.1325,21.0291,0.625553,0.330255,0.0,0.728602,91.2,1,1
MLDHR,133834869,PTEN hamartoma tumor syndrome,ClinVar_NULL,7,3,9.6742,10.5475,20.2217,0.68345,0.549346,0.0,0.728367,91.18,1,1
KLLN,100144748,Macrocephaly-autism syndrome,ClinVar_NULL,7,3,9.6742,10.5475,20.2217,0.68345,0.549346,0.0,0.728367,91.18,1,1
KLLN,100144748,PTEN hamartoma tumor syndrome,ClinVar_NULL,7,3,9.6742,10.5475,20.2217,0.68345,0.549346,0.0,0.728367,91.18,1,1
MLDHR,133834869,Macrocephaly-autism syndrome,ClinVar_NULL,7,3,9.6742,10.5475,20.2217,0.68345,0.549346,0.0,0.728367,91.18,1,1
DOCK6,57572,Adams-Oliver syndrome,MedGen_78544,2,6,11.4815,9.5475,21.0291,0.565089,0.018294,1.0,0.727988,91.17,3,1
CFAP300,85016,Ciliary dyskinesia,ClinVar_NULL,2,15,11.4815,8.2256,19.7072,0.665788,0.179029,1.0,0.727975,91.16,2,1
MCIDAS,345643,Ciliary dyskinesia,ClinVar_NULL,2,15,11.4815,8.2256,19.7072,0.665788,0.179029,1.0,0.727975,91.16,2,1
GAS2L2,246176,Ciliary dyskinesia,ClinVar_NULL,2,15,11.4815,8.2256,19.7072,0.665788,0.179029,1.0,0.727975,91.16,2,1
PTHLH,5744,Brachydactyly,MedGen_67454,1,10,12.4815,8.8106,21.2921,0.462584,0.0,1.0,0.727928,91.15,1,1
TTLL10,254173,Reduced sperm motility,MedGen_C0028960,7,2,9.6742,11.1325,20.8067,0.654654,0.45432,0.0,0.727815,91.14,2,1
TTLL10,254173,Abnormal sperm morphology,MedGen_C0028960,7,2,9.6742,11.1325,20.8067,0.654654,0.45432,0.0,0.727815,91.14,2,1
SREBF1,6720,IFAP syndrome,MedGen_327007,2,3,11.4815,10.5475,22.0291,0.227451,0.57735,0.0,0.727745,91.13,1,2
CERS1,10715,GDF1-RELATED DISORD,ClinVar_NULL,8,2,9.4815,11.1325,20.614,0.707107,0.444738,0.0,0.727592,91.12,2,1
CERS1,10715,Right atrial isomerism,OMIM_613854,8,2,9.4815,11.1325,20.614,0.707107,0.444738,0.0,0.727592,91.12,2,1
GDF3,9573,Isolated microphthalmia,MONDO_0000062,3,8,10.8966,9.1325,20.0291,0.504702,0.375623,1.0,0.727503,91.11,4,2
CFHR3,10878,Hemolytic uremic syndrome,ClinVar_NULL,4,5,10.4815,9.8106,20.2921,0.555397,0.288693,1.0,0.727415,91.11,2,1
SLC34A3,142680,Nephrolithiasis/nephrocalcinosis,OMIM_241530,2,6,11.4815,9.5475,21.0291,0.269514,0.408248,1.0,0.727181,91.1,1,1
AHCY,191,Rhabdomyolysis,MedGen_C0035410,2,7,11.4815,9.3251,20.8067,0.328715,0.377964,1.0,0.726988,91.1,2,1
PRICKLE2,166336,Progressive myoclonic epilepsy,OMIM_254800,2,9,11.4815,8.9626,20.4441,0.384159,0.3849,1.0,0.726978,91.09,1,2
ROBO4,54538,Aortic valve disease,ClinVar_NULL,2,6,11.4815,9.5475,21.0291,0.425701,0.19868,1.0,0.726925,91.08,1,1
PDK3,5165,Charcot-Marie-Tooth disease X-linked dominant,ClinVar_NULL,2,4,11.4815,10.1325,21.614,0.558896,0.222222,0.0,0.72661,91.08,1,1
KL,9365,Tumoral calcinosis,ClinVar_NULL,2,3,11.4815,10.5475,22.0291,0.511667,0.19245,0.0,0.726589,91.07,2,1
F13B,2165,Venous thrombosis,ClinVar_NULL,3,1,10.8966,12.1325,23.0291,0.0,0.707107,0.0,0.726503,91.06,1,2
AVPR2,554,Nephrogenic syndrome of inappropriate antidiuresis,OMIM_304800,3,1,10.8966,12.1325,23.0291,0.0,0.707107,0.0,0.726503,91.06,1,2
IL21R,50615,Cryptosporidiosis-chronic cholangitis-liver disease syndrome,MedGen_C0950123,3,1,10.8966,12.1325,23.0291,0.0,0.707107,0.0,0.726503,91.06,1,2
FAM110A,83541,Hereditary factor X deficiency disease,ClinVar_NULL,3,1,10.8966,12.1325,23.0291,0.0,0.707107,0.0,0.726503,91.06,1,2
MMP1,4312,Preterm premature rupture of membranes,OMIM_610504,3,1,10.8966,12.1325,23.0291,0.0,0.707107,0.0,0.726503,91.06,1,2
SLC18A3,6572,Familial infantile myasthenia,OMIM_254210,2,3,11.4815,10.5475,22.0291,0.4854,0.226455,0.0,0.726391,91.04,1,1
MYOF,26509,Angioedema,MedGen_1543,1,4,12.4815,10.1325,22.614,0.485105,0.0,0.0,0.726326,91.03,1,1
CTC1,80169,Cerebroretinal microangiopathy,ClinVar_NULL,3,3,10.8966,10.5475,21.4441,0.462753,0.442979,0.0,0.726324,91.03,2,1
ITGA3,3675,Epidermolysis bullosa,ClinVar_NULL,1,9,12.4815,8.9626,21.4441,0.430341,0.0,1.0,0.726165,91.02,2,1
PRKCD,5580,Autoimmune lymphoproliferative syndrome,MONDO_0017979,1,7,12.4815,9.3251,21.8067,0.369226,0.0,1.0,0.726054,91.02,1,1
GCSH,2653,Multiple mitochondrial dysfunctions syndrome,ClinVar_NULL,2,8,11.4815,9.1325,20.614,0.508063,0.176777,1.0,0.726007,91.01,3,1
PHF7,51533,Kury-Isidor syndrome,OMIM_619762,1,2,12.4815,11.1325,23.614,0.316228,0.0,0.0,0.725945,91.0,1,1
TAF6,6878,Alazami-Yuan syndrome,ClinVar_NULL,1,2,12.4815,11.1325,23.614,0.316228,0.0,0.0,0.725945,91.0,1,1
JPH3,57338,Huntington disease-like,ClinVar_NULL,1,2,12.4815,11.1325,23.614,0.316228,0.0,0.0,0.725945,91.0,1,1
IL6R,3570,Interleukin,ClinVar_NULL,3,1,10.8966,12.1325,23.0291,0.0,0.704124,0.0,0.725923,90.99,1,1
IL6R,3570,Soluble interleukin-6 receptor,ClinVar_NULL,3,1,10.8966,12.1325,23.0291,0.0,0.704124,0.0,0.725923,90.99,1,1
CALCR,799,BONE MINERAL DENSITY QUANTITATIVE TRAIT LOCUS,ClinVar_NULL,1,3,12.4815,10.5475,23.0291,0.413675,0.0,0.0,0.725819,90.98,1,1
FOXE1,2304,Thyroid cancer,MedGen_2869,2,7,11.4815,9.3251,20.8067,0.323821,0.377964,1.0,0.725719,90.97,2,1
HAND1,9421,Hypoplastic left heart syndrome,MedGen_57746,1,6,12.4815,9.5475,22.0291,0.330409,0.0,1.0,0.725643,90.97,1,1
MYO5A,4644,Griscelli syndrome,MedGen_585090,2,3,11.4815,10.5475,22.0291,0.557678,0.125988,0.0,0.725594,90.96,2,1
PTPN23,25930,Brain atrophy,MedGen_C0557874,3,5,10.8966,9.8106,20.7072,0.424022,0.32129,1.0,0.725452,90.95,1,1
DNAJB11,51726,Polycystic kidney disease,MedGen_9639,2,16,11.4815,8.1325,19.614,0.331529,0.632456,1.0,0.72544,90.95,1,2
BCKDHB,594,Maple syrup urine disease,MedGen_6217,2,6,11.4815,9.5475,21.0291,0.503553,0.087039,1.0,0.7254,90.94,2,1
TRDN,10345,Catecholaminergic polymorphic ventricular tachycardia,ClinVar_NULL,2,9,11.4815,8.9626,20.4441,0.501544,0.219971,1.0,0.725341,90.93,1,1
TECRL,253017,Catecholaminergic polymorphic ventricular tachycardia,ClinVar_NULL,2,9,11.4815,8.9626,20.4441,0.501544,0.219971,1.0,0.725341,90.93,1,1
LOC107987479,107987479,Deutetrabenazine response,MedGen_C1837156,4,1,10.4815,12.1325,22.614,0.0,0.833333,0.0,0.725287,90.91,1,1
LOC107987479,107987479,Debrisoquine,ClinVar_NULL,4,1,10.4815,12.1325,22.614,0.0,0.833333,0.0,0.725287,90.91,1,1
LOC107987479,107987479,Tamoxifen response,MedGen_C1837156,4,1,10.4815,12.1325,22.614,0.0,0.833333,0.0,0.725287,90.91,1,1
MTTP,4547,Abetalipoproteinaemia,OMIM_200100,4,1,10.4815,12.1325,22.614,0.0,0.833333,0.0,0.725287,90.91,1,1
MTTP,4547,METABOLIC SYNDR,ClinVar_NULL,4,1,10.4815,12.1325,22.614,0.0,0.833333,0.0,0.725287,90.91,1,1
MTTP,4547,Metabolic syndrome,ClinVar_NULL,4,1,10.4815,12.1325,22.614,0.0,0.833333,0.0,0.725287,90.91,1,1
STAT2,6773,Pseudo-TORCH syndrome,MedGen_483678,3,3,10.8966,10.5475,21.4441,0.57735,0.284518,0.0,0.725223,90.89,2,1
FSIP2,401024,Spermatogenic failure,MedGen_766708,1,36,12.4815,6.9626,19.4441,0.760745,0.0,1.0,0.72502,90.84,1,1
DNAH6,1768,Spermatogenic failure,MedGen_766708,1,36,12.4815,6.9626,19.4441,0.760745,0.0,1.0,0.72502,90.84,1,1
SUN5,140732,Spermatogenic failure,MedGen_766708,1,36,12.4815,6.9626,19.4441,0.760745,0.0,1.0,0.72502,90.84,1,1
SYCP3,50511,Spermatogenic failure,MedGen_766708,1,36,12.4815,6.9626,19.4441,0.760745,0.0,1.0,0.72502,90.84,1,1
DNAH17,8632,Spermatogenic failure,MedGen_766708,1,36,12.4815,6.9626,19.4441,0.760745,0.0,1.0,0.72502,90.84,1,1
SEPTIN12,124404,Spermatogenic failure,MedGen_766708,1,36,12.4815,6.9626,19.4441,0.760745,0.0,1.0,0.72502,90.84,1,1
PMFBP1,83449,Spermatogenic failure,MedGen_766708,1,36,12.4815,6.9626,19.4441,0.760745,0.0,1.0,0.72502,90.84,1,1
TDRD9,122402,Spermatogenic failure,MedGen_766708,1,36,12.4815,6.9626,19.4441,0.760745,0.0,1.0,0.72502,90.84,1,1
QRICH2,84074,Spermatogenic failure,MedGen_766708,1,36,12.4815,6.9626,19.4441,0.760745,0.0,1.0,0.72502,90.84,1,1
CFAP69,79846,Spermatogenic failure,MedGen_766708,1,36,12.4815,6.9626,19.4441,0.760745,0.0,1.0,0.72502,90.84,1,1
NLRP14,338323,Spermatogenic failure,MedGen_766708,1,36,12.4815,6.9626,19.4441,0.760745,0.0,1.0,0.72502,90.84,1,1
KLHL10,317719,Spermatogenic failure,MedGen_766708,1,36,12.4815,6.9626,19.4441,0.760745,0.0,1.0,0.72502,90.84,1,1
DNAH2,146754,Spermatogenic failure,MedGen_766708,1,36,12.4815,6.9626,19.4441,0.760745,0.0,1.0,0.72502,90.84,1,1
SPEF2,79925,Spermatogenic failure,MedGen_766708,1,36,12.4815,6.9626,19.4441,0.760745,0.0,1.0,0.72502,90.84,1,1
CEP112,201134,Spermatogenic failure,MedGen_766708,1,36,12.4815,6.9626,19.4441,0.760745,0.0,1.0,0.72502,90.84,1,1
CFAP44,55779,Spermatogenic failure,MedGen_766708,1,36,12.4815,6.9626,19.4441,0.760745,0.0,1.0,0.72502,90.84,1,1
NANOS1,340719,Spermatogenic failure,MedGen_766708,1,36,12.4815,6.9626,19.4441,0.760745,0.0,1.0,0.72502,90.84,1,1
DNAH10,196385,Spermatogenic failure,MedGen_766708,1,36,12.4815,6.9626,19.4441,0.760745,0.0,1.0,0.72502,90.84,1,1
TEX11,56159,Spermatogenic failure,MedGen_766708,1,36,12.4815,6.9626,19.4441,0.760745,0.0,1.0,0.72502,90.84,1,1
MPL,4352,Thrombocythemia,ClinVar_NULL,5,6,10.1596,9.5475,19.7072,0.509946,0.497217,1.0,0.724782,90.78,4,2
SUCLG1,8802,Mitochondrial DNA depletion syndrome,MedGen_CN239223,1,14,12.4815,8.3251,20.8067,0.531719,0.0,1.0,0.724779,90.77,1,1
MGME1,92667,Mitochondrial DNA depletion syndrome,MedGen_CN239223,1,14,12.4815,8.3251,20.8067,0.531719,0.0,1.0,0.724779,90.77,1,1
SUCLA2,8803,Mitochondrial DNA depletion syndrome,MedGen_CN239223,1,14,12.4815,8.3251,20.8067,0.531719,0.0,1.0,0.724779,90.77,1,1
DDB2,1643,Xeroderma pigmentosum,ClinVar_NULL,1,11,12.4815,8.6731,21.1546,0.472934,0.0,1.0,0.724643,90.76,2,1
PLK4,10733,Microcephaly and chorioretinopathy,MONDO_0000181,1,4,12.4815,10.1325,22.614,0.477604,0.0,0.0,0.72438,90.75,1,1
SERPINE1,5054,Susceptibility to severe coronavirus disease,ClinVar_NULL,2,6,11.4815,9.5475,21.0291,0.258676,0.408248,1.0,0.724371,90.75,1,1
ITGA2,3673,Sulfite oxidase deficiency due to molybdenum cofactor deficiency,MedGen_75652,4,4,10.4815,10.1325,20.614,0.538675,0.555846,0.0,0.724182,90.74,1,2
PDCD10,11235,Hereditary cavernous hemangioma of brain,OMIM_603285,7,2,9.6742,11.1325,20.8067,0.566947,0.552244,0.0,0.724116,90.73,2,1
PDCD10,11235,Cavernous hemangioma,ClinVar_NULL,7,2,9.6742,11.1325,20.8067,0.566947,0.552244,0.0,0.724116,90.73,2,1
DNAJC21,134218,Bone marrow failure syndrome,ClinVar_NULL,3,5,10.8966,9.8106,20.7072,0.407989,0.33541,1.0,0.724041,90.72,3,1
AHNAK,79026,Hirschsprung disease,ClinVar_NULL,1,13,12.4815,8.4321,20.9136,0.5109,0.0,1.0,0.724025,90.71,1,1
